"Address","Indexability","Indexability Status","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1"
"https://www.lupo.com.br/produtos/pijamas/kids/longos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","Non-Indexable","Canonicalised","","","","","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","index, follow",""
"https://www.lupo.com.br/produtos/pijamas/longos","Indexable","","","","","","https://www.lupo.com.br/produtos/pijamas/longos","","index, follow",""
"https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","Indexable","","","","","","https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","","index, follow",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","Non-Indexable","Canonicalised","","","","","https://www.lupo.com.br/produtos/pijamas/kids?map=category-1%2Ccategory-2%2Cfaixa-etaria%2Cmodelo%2Cgenero","","index, follow",""
"https://www.lupo.com.br/pijama-lupo-kf-shdoll-cachorrinho-22621-001/p","Indexable","","","","","","https://www.lupo.com.br/pijama-lupo-kf-shdoll-cachorrinho-22621-001/p","","index, follow",""
"https://www.lupo.com.br/pijama-lupo-kf-florido-22611-001/p","Indexable","","","","","","https://www.lupo.com.br/pijama-lupo-kf-florido-22611-001/p","","index, follow",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-dolce-vita-22674-900/p","Indexable","","","","","","https://www.lupo.com.br/pijama-curto-kf-lupo-dolce-vita-22674-900/p","","index, follow",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-natal-cats-22673-900/p","Indexable","","","","","","https://www.lupo.com.br/pijama-curto-kf-lupo-natal-cats-22673-900/p","","index, follow",""
"https://www.lupo.com.br/produtos/meias/uau","Indexable","","","","","","https://www.lupo.com.br/produtos/meias/uau","","index, follow",""
"https://www.lupo.com.br/produtos/meias/classicas","Indexable","","https://www.lupo.com.br/produtos/meias/classicas?page=2","","","","https://www.lupo.com.br/produtos/meias/classicas","","index, follow",""
"https://www.lupo.com.br/produtos/meias","Indexable","","https://www.lupo.com.br/produtos/meias?page=2","","","","https://www.lupo.com.br/produtos/meias","","index, follow",""
"https://www.lupo.com.br/produtos/meias/esportivas","Indexable","","https://www.lupo.com.br/produtos/meias/esportivas?page=2","","","","https://www.lupo.com.br/produtos/meias/esportivas","","index, follow",""
"https://www.lupo.com.br/produtos/d","Non-Indexable","Canonicalised","https://www.lupo.com.br/produtos?page=2","","","","https://www.lupo.com.br/produtos","","index, follow",""
"https://www.lupo.com.br/produtos/pijamas/pijamas","Indexable","","https://www.lupo.com.br/produtos/pijamas/pijamas?page=2","","","","https://www.lupo.com.br/produtos/pijamas/pijamas","","index, follow",""
"https://www.lupo.com.br/produtos/pijamas","Indexable","","https://www.lupo.com.br/produtos/pijamas?page=2","","","","https://www.lupo.com.br/produtos/pijamas","","index, follow",""
